C/A,Unit,Scp,Station,Linename,Division,Date,Time,Desc,Entries,Exits,On_N_Line,Dayofweek,NewCol
A014,R081,02-00-02,49 ST,NQRW,BMT,2018-08-30,00:00:00,REGULAR,1391836,2701819,True,3,
A014,R081,02-00-02,49 ST,NQRW,BMT,2018-08-30,04:00:00,REGULAR,1391878,2701841,True,3,
A014,R081,02-00-02,49 ST,NQRW,BMT,2018-08-30,08:00:00,REGULAR,1391888,2702120,True,3,
A014,R081,02-00-02,49 ST,NQRW,BMT,2018-08-30,12:00:00,REGULAR,1391954,2702780,True,3,
A014,R081,02-00-02,49 ST,NQRW,BMT,2018-08-30,16:00:00,REGULAR,1392082,2703126,True,3,
A014,R081,02-00-02,49 ST,NQRW,BMT,2018-08-30,20:00:00,REGULAR,1392479,2703561,True,3,
A014,R081,02-00-02,49 ST,NQRW,BMT,2018-08-31,00:00:00,REGULAR,1392787,2703751,True,4,
A014,R081,02-00-02,49 ST,NQRW,BMT,2018-08-31,04:00:00,REGULAR,1392836,2703780,True,4,
A014,R081,02-00-02,49 ST,NQRW,BMT,2018-08-31,08:00:00,REGULAR,1392847,2703981,True,4,
A014,R081,02-00-02,49 ST,NQRW,BMT,2018-08-31,12:00:00,REGULAR,1392899,2704522,True,4,
A014,R081,02-00-02,49 ST,NQRW,BMT,2018-08-31,16:00:00,REGULAR,1393116,2704853,True,4,
A014,R081,02-00-02,49 ST,NQRW,BMT,2018-08-31,20:00:00,REGULAR,1393428,2705259,True,4,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-25,00:00:00,REGULAR,625695,2610342,True,5,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-25,04:00:00,REGULAR,625699,2610367,True,5,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-25,08:00:00,REGULAR,625700,2610375,True,5,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-25,12:00:00,REGULAR,625705,2610428,True,5,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-25,16:00:00,REGULAR,625712,2610655,True,5,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-25,20:00:00,REGULAR,625719,2611084,True,5,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-26,00:00:00,REGULAR,625733,2611275,True,6,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-26,04:00:00,REGULAR,625740,2611300,True,6,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-26,08:00:00,REGULAR,625740,2611307,True,6,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-26,12:00:00,REGULAR,625747,2611366,True,6,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-26,16:00:00,REGULAR,625751,2611534,True,6,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-26,20:00:00,REGULAR,625757,2611785,True,6,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-27,00:00:00,REGULAR,625759,2611908,True,0,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-27,04:00:00,REGULAR,625760,2611921,True,0,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-27,08:00:00,REGULAR,625762,2611941,True,0,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-27,12:00:00,REGULAR,625763,2612021,True,0,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-27,16:00:00,REGULAR,625768,2612159,True,0,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-27,20:00:00,REGULAR,625783,2612391,True,0,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-28,00:00:00,REGULAR,625791,2612478,True,1,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-28,04:00:00,REGULAR,625792,2612484,True,1,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-28,08:00:00,REGULAR,625792,2612498,True,1,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-28,12:00:00,REGULAR,625792,2612579,True,1,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-28,16:00:00,REGULAR,625795,2612685,True,1,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-28,20:00:00,REGULAR,625817,2612961,True,1,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-29,00:00:00,REGULAR,625829,2613072,True,2,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-29,04:00:00,REGULAR,625830,2613085,True,2,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-29,08:00:00,REGULAR,625831,2613107,True,2,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-29,12:00:00,REGULAR,625832,2613227,True,2,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-29,16:00:00,REGULAR,625834,2613392,True,2,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-29,20:00:00,REGULAR,625851,2613682,True,2,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-30,00:00:00,REGULAR,625861,2613776,True,3,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-30,04:00:00,REGULAR,625861,2613783,True,3,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-30,08:00:00,REGULAR,625861,2613808,True,3,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-30,12:00:00,REGULAR,625863,2613887,True,3,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-30,16:00:00,REGULAR,625868,2614039,True,3,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-30,20:00:00,REGULAR,625879,2614354,True,3,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-31,00:00:00,REGULAR,625894,2614473,True,4,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-31,04:00:00,REGULAR,625894,2614489,True,4,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-31,08:00:00,REGULAR,625894,2614501,True,4,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-31,12:00:00,REGULAR,625895,2614605,True,4,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-31,16:00:00,REGULAR,625904,2614739,True,4,
A014,R081,02-06-00,49 ST,NQRW,BMT,2018-08-31,20:00:00,REGULAR,625920,2615060,True,4,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-25,00:00:00,REGULAR,32474,51302006,True,5,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-25,04:00:00,REGULAR,32477,51302074,True,5,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-25,08:00:00,REGULAR,32477,51302106,True,5,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-25,12:00:00,REGULAR,32479,51302260,True,5,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-25,16:00:00,REGULAR,32480,51302700,True,5,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-25,20:00:00,REGULAR,32482,51303383,True,5,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-26,00:00:00,REGULAR,32488,51303812,True,6,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-26,04:00:00,REGULAR,32488,51303895,True,6,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-26,08:00:00,REGULAR,32488,51303919,True,6,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-26,12:00:00,REGULAR,32490,51304080,True,6,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-26,16:00:00,REGULAR,32494,51304411,True,6,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-26,20:00:00,REGULAR,32497,51304808,True,6,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-27,00:00:00,REGULAR,32497,51305047,True,0,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-27,04:00:00,REGULAR,32497,51305072,True,0,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-27,08:00:00,REGULAR,32497,51305104,True,0,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-27,12:00:00,REGULAR,32498,51305345,True,0,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-27,16:00:00,REGULAR,32501,51305647,True,0,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-27,20:00:00,REGULAR,32506,51306169,True,0,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-28,00:00:00,REGULAR,32508,51306371,True,1,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-28,04:00:00,REGULAR,32508,51306384,True,1,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-28,08:00:00,REGULAR,32508,51306421,True,1,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-28,12:00:00,REGULAR,32509,51306693,True,1,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-28,16:00:00,REGULAR,32510,51306996,True,1,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-28,20:00:00,REGULAR,32510,51307608,True,1,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-29,00:00:00,REGULAR,32514,51307842,True,2,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-29,04:00:00,REGULAR,32514,51307865,True,2,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-29,08:00:00,REGULAR,32514,51307897,True,2,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-29,12:00:00,REGULAR,32515,51308087,True,2,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-29,16:00:00,REGULAR,32517,51308476,True,2,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-29,20:00:00,REGULAR,32522,51309153,True,2,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-30,00:00:00,REGULAR,32524,51309388,True,3,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-30,04:00:00,REGULAR,32525,51309407,True,3,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-30,08:00:00,REGULAR,32525,51309433,True,3,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-30,12:00:00,REGULAR,32525,51309694,True,3,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-30,16:00:00,REGULAR,32527,51310083,True,3,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-30,20:00:00,REGULAR,32530,51310800,True,3,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-31,00:00:00,REGULAR,32534,51311078,True,4,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-31,04:00:00,REGULAR,32534,51311107,True,4,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-31,08:00:00,REGULAR,32534,51311112,True,4,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-31,12:00:00,REGULAR,32535,51311252,True,4,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-31,16:00:00,REGULAR,32537,51311629,True,4,
A014,R081,02-06-01,49 ST,NQRW,BMT,2018-08-31,20:00:00,REGULAR,32537,51312283,True,4,
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-25,00:00:00,REGULAR,12023782,3976316,True,5,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-25,04:00:00,REGULAR,12023809,3976318,True,5,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-25,08:00:00,REGULAR,12023826,3976346,True,5,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-25,12:00:00,REGULAR,12023986,3976398,True,5,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-25,16:00:00,REGULAR,12024153,3976509,True,5,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-25,20:00:00,REGULAR,12024314,3976628,True,5,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-26,00:00:00,REGULAR,12024485,3976675,True,6,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-26,04:00:00,REGULAR,12024535,3976681,True,6,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-26,08:00:00,REGULAR,12024549,3976699,True,6,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-26,12:00:00,REGULAR,12024709,3976782,True,6,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-26,16:00:00,REGULAR,12024854,3976869,True,6,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-26,20:00:00,REGULAR,12025046,3976937,True,6,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-27,00:00:00,REGULAR,12025179,3976960,True,0,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-27,04:00:00,REGULAR,12025195,3976963,True,0,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-27,08:00:00,REGULAR,12025221,3977053,True,0,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-27,12:00:00,REGULAR,12025587,3977269,True,0,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-27,16:00:00,REGULAR,12025915,3977370,True,0,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-27,20:00:00,REGULAR,12026868,3977476,True,0,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-28,00:00:00,REGULAR,12027101,3977509,True,1,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-28,04:00:00,REGULAR,12027126,3977513,True,1,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-28,08:00:00,REGULAR,12027188,3977610,True,1,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-28,12:00:00,REGULAR,12027579,3977803,True,1,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-28,16:00:00,REGULAR,12027993,3977898,True,1,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-28,20:00:00,REGULAR,12029035,3978013,True,1,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-29,00:00:00,REGULAR,12029362,3978056,True,2,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-29,04:00:00,REGULAR,12029399,3978061,True,2,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-29,08:00:00,REGULAR,12029454,3978145,True,2,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-29,12:00:00,REGULAR,12029833,3978351,True,2,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-29,16:00:00,REGULAR,12030229,3978473,True,2,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-29,20:00:00,REGULAR,12031270,3978580,True,2,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-30,00:00:00,REGULAR,12031569,3978609,True,3,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-30,04:00:00,REGULAR,12031603,3978614,True,3,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-30,08:00:00,REGULAR,12031666,3978716,True,3,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-30,12:00:00,REGULAR,12032079,3978913,True,3,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-30,16:00:00,REGULAR,12032503,3979011,True,3,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-30,20:00:00,REGULAR,12033563,3979126,True,3,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-31,00:00:00,REGULAR,12033876,3979159,True,4,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-31,04:00:00,REGULAR,12033918,3979162,True,4,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-31,08:00:00,REGULAR,12033951,3979238,True,4,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-31,12:00:00,REGULAR,12034318,3979402,True,4,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-31,16:00:00,REGULAR,12034884,3979502,True,4,Busy
A015,R081,00-00-00,Station4,NQRW,BMT,2018-08-31,20:00:00,REGULAR,12035562,3979654,True,4,Busy
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-25,00:00:00,REGULAR,224308,38871,True,5,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-25,04:00:00,REGULAR,224346,38871,True,5,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-25,08:00:00,REGULAR,224367,38882,True,5,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-25,12:00:00,REGULAR,224542,38919,True,5,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-25,16:00:00,REGULAR,224722,38978,True,5,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-25,20:00:00,REGULAR,224951,39036,True,5,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-26,00:00:00,REGULAR,225122,39057,True,6,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-26,04:00:00,REGULAR,225155,39057,True,6,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-26,08:00:00,REGULAR,225164,39065,True,6,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-26,12:00:00,REGULAR,225328,39104,True,6,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-26,16:00:00,REGULAR,225593,39166,True,6,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-26,20:00:00,REGULAR,225946,39209,True,6,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-27,00:00:00,REGULAR,226126,39223,True,0,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-27,04:00:00,REGULAR,226143,39225,True,0,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-27,08:00:00,REGULAR,226165,39271,True,0,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-27,12:00:00,REGULAR,226483,39404,True,0,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-27,16:00:00,REGULAR,226799,39453,True,0,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-27,20:00:00,REGULAR,227691,39513,True,0,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-28,00:00:00,REGULAR,227926,39530,True,1,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-28,04:00:00,REGULAR,227945,39530,True,1,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-28,08:00:00,REGULAR,227992,39585,True,1,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-28,12:00:00,REGULAR,228311,39749,True,1,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-28,16:00:00,REGULAR,228676,39798,True,1,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-28,20:00:00,REGULAR,229599,39866,True,1,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-29,00:00:00,REGULAR,229908,39888,True,2,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-29,04:00:00,REGULAR,229939,39889,True,2,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-29,08:00:00,REGULAR,229994,39939,True,2,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-29,12:00:00,REGULAR,230359,40143,True,2,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-29,16:00:00,REGULAR,230702,40192,True,2,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-29,20:00:00,REGULAR,231642,40239,True,2,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-30,00:00:00,REGULAR,231937,40253,True,3,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-30,04:00:00,REGULAR,231974,40254,True,3,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-30,08:00:00,REGULAR,232019,40301,True,3,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-30,12:00:00,REGULAR,232358,40444,True,3,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-30,16:00:00,REGULAR,232720,40509,True,3,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-30,20:00:00,REGULAR,233591,40580,True,3,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-31,00:00:00,REGULAR,233869,40592,True,4,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-31,04:00:00,REGULAR,233899,40592,True,4,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-31,08:00:00,REGULAR,233932,40636,True,4,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-31,12:00:00,REGULAR,234225,40762,True,4,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-31,16:00:00,REGULAR,234723,40811,True,4,
A015,R081,00-00-01,49 ST,NQRW,BMT,2018-08-31,20:00:00,REGULAR,235298,40876,True,4,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-25,00:00:00,REGULAR,3473938,636401,True,5,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-25,04:00:00,REGULAR,3473993,636402,True,5,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-25,08:00:00,REGULAR,3474011,636412,True,5,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-25,12:00:00,REGULAR,3474164,636444,True,5,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-25,16:00:00,REGULAR,3474353,636492,True,5,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-25,20:00:00,REGULAR,3474595,636523,True,5,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-26,00:00:00,REGULAR,3474837,636536,True,6,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-26,04:00:00,REGULAR,3474890,636537,True,6,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-26,08:00:00,REGULAR,3474912,636545,True,6,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-26,12:00:00,REGULAR,3474997,636572,True,6,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-26,16:00:00,REGULAR,3474997,636597,True,6,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-26,20:00:00,REGULAR,3474997,636632,True,6,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-27,00:00:00,REGULAR,3475037,636643,True,0,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-27,04:00:00,REGULAR,3475063,636646,True,0,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-27,08:00:00,REGULAR,3475096,636692,True,0,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-27,12:00:00,REGULAR,3475368,636839,True,0,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-27,16:00:00,REGULAR,3475633,636874,True,0,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-27,20:00:00,REGULAR,3476410,636923,True,0,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-28,00:00:00,REGULAR,3476608,636933,True,1,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-28,04:00:00,REGULAR,3476638,636933,True,1,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-28,08:00:00,REGULAR,3476671,636974,True,1,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-28,12:00:00,REGULAR,3476962,637133,True,1,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-28,16:00:00,REGULAR,3477236,637170,True,1,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-28,20:00:00,REGULAR,3478049,637222,True,1,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-29,00:00:00,REGULAR,3478307,637234,True,2,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-29,04:00:00,REGULAR,3478343,637237,True,2,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-29,08:00:00,REGULAR,3478393,637286,True,2,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-29,12:00:00,REGULAR,3478680,637433,True,2,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-29,16:00:00,REGULAR,3478938,637464,True,2,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-29,20:00:00,REGULAR,3479760,637504,True,2,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-30,00:00:00,REGULAR,3479987,637521,True,3,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-30,04:00:00,REGULAR,3480021,637523,True,3,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-30,08:00:00,REGULAR,3480061,637577,True,3,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-30,12:00:00,REGULAR,3480357,637723,True,3,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-30,16:00:00,REGULAR,3480664,637753,True,3,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-30,20:00:00,REGULAR,3481411,637810,True,3,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-31,00:00:00,REGULAR,3481669,637823,True,4,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-31,04:00:00,REGULAR,3481715,637826,True,4,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-31,08:00:00,REGULAR,3481735,637862,True,4,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-31,12:00:00,REGULAR,3481969,637971,True,4,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-31,16:00:00,REGULAR,3482377,638008,True,4,
A015,R081,00-00-02,49 ST,NQRW,BMT,2018-08-31,20:00:00,REGULAR,3482896,638060,True,4,
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-25,00:00:00,REGULAR,8420982,3694930,True,5,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-25,04:00:00,REGULAR,8421050,3694933,True,5,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-25,08:00:00,REGULAR,8421069,3694943,True,5,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-25,12:00:00,REGULAR,8421227,3694983,True,5,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-25,16:00:00,REGULAR,8421416,3695037,True,5,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-25,20:00:00,REGULAR,8421668,3695093,True,5,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-26,00:00:00,REGULAR,8421901,3695120,True,6,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-26,04:00:00,REGULAR,8421964,3695122,True,6,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-26,08:00:00,REGULAR,8421976,3695129,True,6,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-26,12:00:00,REGULAR,8422111,3695162,True,6,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-26,16:00:00,REGULAR,8422331,3695196,True,6,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-26,20:00:00,REGULAR,8422675,3695237,True,6,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-27,00:00:00,REGULAR,8422852,3695250,True,0,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-27,04:00:00,REGULAR,8422874,3695250,True,0,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-27,08:00:00,REGULAR,8422900,3695305,True,0,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-27,12:00:00,REGULAR,8423098,3695496,True,0,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-27,16:00:00,REGULAR,8423297,3695546,True,0,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-27,20:00:00,REGULAR,8423900,3695585,True,0,Busy
A015,R081,00-00-03,Station4,NQRW,BMT,2018-08-28,00:00:00,REGULAR,8424054,3695600,True,1,Busy
