C/A,Unit,Scp,Station,Linename,Division,Date,Time,Desc,Entries,Exits,On_N_Line,Dayofweek,NewCol
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-26,00:00:00,REGULAR,571892,71286,True,6,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-26,04:00:00,REGULAR,572086,71309,True,6,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-26,08:00:00,REGULAR,572185,71361,True,6,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-26,12:00:00,REGULAR,572800,71516,True,6,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-26,16:00:00,REGULAR,573743,71648,True,6,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-26,20:00:00,REGULAR,574799,71752,True,6,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-27,00:00:00,REGULAR,575490,71804,True,0,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-27,04:00:00,REGULAR,575574,71812,True,0,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-27,08:00:00,REGULAR,575838,71980,True,0,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-27,12:00:00,REGULAR,576996,72229,True,0,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-27,16:00:00,REGULAR,578342,72361,True,0,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-27,20:00:00,REGULAR,580580,72425,True,0,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-28,00:00:00,REGULAR,581507,72480,True,1,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-28,04:00:00,REGULAR,581632,72495,True,1,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-28,08:00:00,REGULAR,581913,72701,True,1,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-28,12:00:00,REGULAR,583118,73016,True,1,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-28,16:00:00,REGULAR,584496,73162,True,1,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-28,20:00:00,REGULAR,586767,73232,True,1,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-29,00:00:00,REGULAR,587797,73287,True,2,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-29,04:00:00,REGULAR,587929,73299,True,2,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-29,08:00:00,REGULAR,588210,73481,True,2,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-29,12:00:00,REGULAR,589475,73786,True,2,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-29,16:00:00,REGULAR,590875,73923,True,2,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-29,20:00:00,REGULAR,593153,74009,True,2,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-30,00:00:00,REGULAR,594224,74060,True,3,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-30,04:00:00,REGULAR,594357,74075,True,3,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-30,08:00:00,REGULAR,594612,74276,True,3,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-30,12:00:00,REGULAR,595803,74505,True,3,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-30,20:00:00,REGULAR,599311,74750,True,3,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-31,00:00:00,REGULAR,600384,74795,True,4,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-31,04:00:00,REGULAR,600559,74817,True,4,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-31,08:00:00,REGULAR,600785,74972,True,4,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-31,12:00:00,REGULAR,601826,75241,True,4,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-31,16:00:00,REGULAR,603382,75356,True,4,
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2018-08-31,20:00:00,REGULAR,604856,75442,True,4,
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-25,00:00:00,REGULAR,885883893,490996537,True,5,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-25,04:00:00,REGULAR,885883890,490996502,True,5,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-25,08:00:00,REGULAR,885883884,490996286,True,5,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-25,12:00:00,REGULAR,885883845,490995632,True,5,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-25,16:00:00,REGULAR,885883804,490994903,True,5,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-25,20:00:00,REGULAR,885883753,490994253,True,5,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-26,00:00:00,REGULAR,885883727,490993904,True,6,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-26,04:00:00,REGULAR,885883722,490993851,True,6,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-26,08:00:00,REGULAR,885883720,490993687,True,6,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-26,12:00:00,REGULAR,885883685,490993091,True,6,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-26,16:00:00,REGULAR,885883659,490992384,True,6,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-26,20:00:00,REGULAR,885883618,490991915,True,6,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-27,00:00:00,REGULAR,885883595,490991708,True,0,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-27,04:00:00,REGULAR,885883591,490991688,True,0,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-27,08:00:00,REGULAR,885883588,490991059,True,0,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-27,12:00:00,REGULAR,885883525,490989166,True,0,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-27,16:00:00,REGULAR,885883483,490988404,True,0,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-27,20:00:00,REGULAR,885883276,490987482,True,0,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-28,00:00:00,REGULAR,885883250,490987201,True,1,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-28,04:00:00,REGULAR,885883245,490987149,True,1,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-28,08:00:00,REGULAR,885883241,490986468,True,1,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-28,12:00:00,REGULAR,885883212,490984459,True,1,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-28,16:00:00,REGULAR,885883174,490983696,True,1,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-28,20:00:00,REGULAR,885882975,490982711,True,1,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-29,00:00:00,REGULAR,885882937,490982364,True,2,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-29,04:00:00,REGULAR,885882932,490982340,True,2,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-29,08:00:00,REGULAR,885882925,490981684,True,2,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-29,12:00:00,REGULAR,885882889,490979580,True,2,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-29,16:00:00,REGULAR,885882825,490978717,True,2,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-29,20:00:00,REGULAR,885882612,490977751,True,2,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-30,00:00:00,REGULAR,885882586,490977459,True,3,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-30,04:00:00,REGULAR,885882585,490977393,True,3,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-30,08:00:00,REGULAR,885882579,490976775,True,3,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-30,12:00:00,REGULAR,885882536,490974930,True,3,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-30,16:00:00,REGULAR,885882487,490974036,True,3,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-30,20:00:00,REGULAR,885882298,490972966,True,3,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-31,00:00:00,REGULAR,885882280,490972593,True,4,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-31,04:00:00,REGULAR,885882278,490972535,True,4,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-31,08:00:00,REGULAR,885882272,490971977,True,4,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-31,12:00:00,REGULAR,885882225,490970342,True,4,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-31,16:00:00,REGULAR,885882143,490969480,True,4,Busy
A011,R080,01-00-00,Station4,NQRW,BMT,2018-08-31,20:00:00,REGULAR,885882036,490968544,True,4,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-25,00:00:00,REGULAR,16700412,18097873,True,5,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-25,04:00:00,REGULAR,16700431,18097889,True,5,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-25,08:00:00,REGULAR,16700434,18098038,True,5,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-25,12:00:00,REGULAR,16700487,18098400,True,5,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-25,16:00:00,REGULAR,16700580,18098740,True,5,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-25,20:00:00,REGULAR,16700720,18099039,True,5,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-26,00:00:00,REGULAR,16700778,18099176,True,6,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-26,04:00:00,REGULAR,16700784,18099201,True,6,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-26,08:00:00,REGULAR,16700793,18099271,True,6,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-26,12:00:00,REGULAR,16700848,18099573,True,6,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-26,16:00:00,REGULAR,16700926,18099902,True,6,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-26,20:00:00,REGULAR,16701033,18100150,True,6,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-27,00:00:00,REGULAR,16701076,18100226,True,0,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-27,04:00:00,REGULAR,16701078,18100237,True,0,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-27,08:00:00,REGULAR,16701088,18100579,True,0,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-27,12:00:00,REGULAR,16701197,18101779,True,0,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-27,16:00:00,REGULAR,16701308,18102123,True,0,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-27,20:00:00,REGULAR,16701891,18102431,True,0,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-28,00:00:00,REGULAR,16701965,18102534,True,1,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-28,04:00:00,REGULAR,16701968,18102562,True,1,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-28,08:00:00,REGULAR,16701983,18102937,True,1,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-28,12:00:00,REGULAR,16702083,18104180,True,1,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-28,16:00:00,REGULAR,16702180,18104538,True,1,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-28,20:00:00,REGULAR,16702772,18104878,True,1,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-29,00:00:00,REGULAR,16702887,18105025,True,2,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-29,04:00:00,REGULAR,16702897,18105041,True,2,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-29,08:00:00,REGULAR,16702908,18105402,True,2,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-29,12:00:00,REGULAR,16703016,18106548,True,2,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-29,16:00:00,REGULAR,16703143,18106907,True,2,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-29,20:00:00,REGULAR,16703698,18107295,True,2,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-30,00:00:00,REGULAR,16703762,18107409,True,3,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-30,04:00:00,REGULAR,16703771,18107440,True,3,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-30,08:00:00,REGULAR,16703777,18107797,True,3,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-30,12:00:00,REGULAR,16703888,18108845,True,3,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-30,16:00:00,REGULAR,16704021,18109209,True,3,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-30,20:00:00,REGULAR,16704574,18109593,True,3,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-31,00:00:00,REGULAR,16704649,18109745,True,4,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-31,04:00:00,REGULAR,16704658,18109772,True,4,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-31,08:00:00,REGULAR,16704664,18110090,True,4,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-31,12:00:00,REGULAR,16704763,18110993,True,4,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-31,16:00:00,REGULAR,16704985,18111420,True,4,Busy
A011,R080,01-00-01,Station4,NQRW,BMT,2018-08-31,20:00:00,REGULAR,16705289,18111805,True,4,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-25,00:00:00,REGULAR,1562427127,1293412711,True,5,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-25,04:00:00,REGULAR,1562427168,1293412722,True,5,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-25,08:00:00,REGULAR,1562427183,1293412808,True,5,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-25,12:00:00,REGULAR,1562427322,1293412996,True,5,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-25,16:00:00,REGULAR,1562427529,1293413266,True,5,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-25,20:00:00,REGULAR,1562427786,1293413512,True,5,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-26,00:00:00,REGULAR,1562427929,1293413590,True,6,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-26,04:00:00,REGULAR,1562427959,1293413598,True,6,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-26,08:00:00,REGULAR,1562427973,1293413634,True,6,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-26,12:00:00,REGULAR,1562428108,1293413844,True,6,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-26,16:00:00,REGULAR,1562428253,1293414060,True,6,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-26,20:00:00,REGULAR,1562428462,1293414230,True,6,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-27,00:00:00,REGULAR,1562428584,1293414287,True,0,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-27,04:00:00,REGULAR,1562428598,1293414291,True,0,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-27,08:00:00,REGULAR,1562428623,1293414563,True,0,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-27,12:00:00,REGULAR,1562428856,1293415448,True,0,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-27,16:00:00,REGULAR,1562429125,1293415663,True,0,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-27,20:00:00,REGULAR,1562430113,1293415902,True,0,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-28,00:00:00,REGULAR,1562430299,1293415974,True,1,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-28,04:00:00,REGULAR,1562430326,1293415995,True,1,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-28,08:00:00,REGULAR,1562430377,1293416307,True,1,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-28,12:00:00,REGULAR,1562430648,1293417205,True,1,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-28,16:00:00,REGULAR,1562430885,1293417386,True,1,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-28,20:00:00,REGULAR,1562431901,1293417665,True,1,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-29,00:00:00,REGULAR,1562432121,1293417749,True,2,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-29,04:00:00,REGULAR,1562432143,1293417758,True,2,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-29,08:00:00,REGULAR,1562432174,1293418059,True,2,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-29,12:00:00,REGULAR,1562432416,1293418954,True,2,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-29,16:00:00,REGULAR,1562432685,1293419177,True,2,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-29,20:00:00,REGULAR,1562433661,1293419397,True,2,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-30,00:00:00,REGULAR,1562433881,1293419484,True,3,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-30,04:00:00,REGULAR,1562433905,1293419491,True,3,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-30,08:00:00,REGULAR,1562433931,1293419741,True,3,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-30,12:00:00,REGULAR,1562434148,1293420573,True,3,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-30,16:00:00,REGULAR,1562434450,1293420797,True,3,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-30,20:00:00,REGULAR,1562435364,1293421036,True,3,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-31,00:00:00,REGULAR,1562435602,1293421127,True,4,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-31,04:00:00,REGULAR,1562435632,1293421143,True,4,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-31,08:00:00,REGULAR,1562435649,1293421390,True,4,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-31,12:00:00,REGULAR,1562435829,1293422036,True,4,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-31,16:00:00,REGULAR,1562436281,1293422315,True,4,Busy
A011,R080,01-00-02,Station4,NQRW,BMT,2018-08-31,20:00:00,REGULAR,1562436802,1293422581,True,4,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-25,00:00:00,REGULAR,1662803042,1256279738,True,5,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-25,04:00:00,REGULAR,1662803137,1256279706,True,5,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-25,08:00:00,REGULAR,1662803172,1256279662,True,5,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-25,12:00:00,REGULAR,1662803366,1256279504,True,5,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-25,16:00:00,REGULAR,1662803707,1256279116,True,5,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-25,20:00:00,REGULAR,1662804125,1256278780,True,5,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-26,00:00:00,REGULAR,1662804393,1256278594,True,6,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-26,04:00:00,REGULAR,1662804466,1256278575,True,6,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-26,08:00:00,REGULAR,1662804491,1256278542,True,6,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-26,12:00:00,REGULAR,1662804673,1256278384,True,6,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-26,16:00:00,REGULAR,1662804917,1256278090,True,6,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-26,20:00:00,REGULAR,1662805279,1256277838,True,6,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-27,00:00:00,REGULAR,1662805473,1256277746,True,0,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-27,04:00:00,REGULAR,1662805503,1256277741,True,0,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-27,08:00:00,REGULAR,1662805564,1256277616,True,0,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-27,12:00:00,REGULAR,1662805909,1256277044,True,0,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-27,16:00:00,REGULAR,1662806328,1256276765,True,0,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-27,20:00:00,REGULAR,1662807600,1256276329,True,0,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-28,00:00:00,REGULAR,1662807930,1256276205,True,1,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-28,04:00:00,REGULAR,1662807997,1256276185,True,1,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-28,08:00:00,REGULAR,1662808085,1256276039,True,1,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-28,12:00:00,REGULAR,1662808441,1256275343,True,1,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-28,16:00:00,REGULAR,1662808855,1256275016,True,1,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-28,20:00:00,REGULAR,1662810190,1256274600,True,1,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-29,00:00:00,REGULAR,1662810569,1256274429,True,2,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-29,04:00:00,REGULAR,1662810633,1256274418,True,2,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-29,08:00:00,REGULAR,1662810697,1256274268,True,2,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-29,12:00:00,REGULAR,1662811059,1256273665,True,2,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-29,16:00:00,REGULAR,1662811520,1256273370,True,2,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-29,20:00:00,REGULAR,1662812778,1256272935,True,2,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-30,00:00:00,REGULAR,1662813176,1256272756,True,3,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-30,04:00:00,REGULAR,1662813233,1256272737,True,3,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-30,08:00:00,REGULAR,1662813281,1256272597,True,3,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-30,12:00:00,REGULAR,1662813698,1256272047,True,3,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-30,16:00:00,REGULAR,1662814146,1256271750,True,3,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-30,20:00:00,REGULAR,1662815349,1256271351,True,3,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-31,00:00:00,REGULAR,1662815729,1256271170,True,4,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-31,04:00:00,REGULAR,1662815798,1256271152,True,4,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-31,08:00:00,REGULAR,1662815843,1256271041,True,4,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-31,12:00:00,REGULAR,1662816174,1256270602,True,4,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-31,16:00:00,REGULAR,1662816867,1256270206,True,4,Busy
A011,R080,01-00-03,Station4,NQRW,BMT,2018-08-31,20:00:00,REGULAR,1662817688,1256269789,True,4,Busy
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-25,00:00:00,REGULAR,640638,559134,True,5,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-25,04:00:00,REGULAR,640795,559198,True,5,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-25,08:00:00,REGULAR,640874,559300,True,5,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-25,12:00:00,REGULAR,641187,559635,True,5,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-25,16:00:00,REGULAR,641704,560149,True,5,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-25,20:00:00,REGULAR,642326,560690,True,5,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-26,00:00:00,REGULAR,642788,560983,True,6,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-26,04:00:00,REGULAR,642934,561047,True,6,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-26,08:00:00,REGULAR,643001,561111,True,6,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-26,12:00:00,REGULAR,643329,561362,True,6,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-26,16:00:00,REGULAR,643744,561815,True,6,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-26,20:00:00,REGULAR,644321,562226,True,6,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-27,00:00:00,REGULAR,644684,562424,True,0,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-27,04:00:00,REGULAR,644753,562438,True,0,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-27,08:00:00,REGULAR,644845,562745,True,0,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-27,12:00:00,REGULAR,645320,563756,True,0,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-27,16:00:00,REGULAR,645980,564160,True,0,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-27,20:00:00,REGULAR,647737,564532,True,0,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-28,00:00:00,REGULAR,648215,564737,True,1,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-28,04:00:00,REGULAR,648287,564765,True,1,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-28,08:00:00,REGULAR,648349,565047,True,1,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-28,12:00:00,REGULAR,648822,566146,True,1,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-28,16:00:00,REGULAR,649508,566618,True,1,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-28,20:00:00,REGULAR,651360,567053,True,1,
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,2018-08-29,00:00:00,REGULAR,651982,567304,True,2,
