C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/27/2018,00:00:00,REGULAR,0000575490,0000071804                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/27/2018,04:00:00,REGULAR,0000575574,0000071812                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/27/2018,08:00:00,REGULAR,0000575838,0000071980                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/27/2018,12:00:00,REGULAR,0000576996,0000072229                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/27/2018,16:00:00,REGULAR,0000578342,0000072361                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/27/2018,20:00:00,REGULAR,0000580580,0000072425                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/28/2018,00:00:00,REGULAR,0000581507,0000072480                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/28/2018,04:00:00,REGULAR,0000581632,0000072495                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/28/2018,08:00:00,REGULAR,0000581913,0000072701                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/28/2018,12:00:00,REGULAR,0000583118,0000073016                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/28/2018,16:00:00,REGULAR,0000584496,0000073162                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/28/2018,20:00:00,REGULAR,0000586767,0000073232                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/29/2018,00:00:00,REGULAR,0000587797,0000073287                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/29/2018,04:00:00,REGULAR,0000587929,0000073299                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/29/2018,08:00:00,REGULAR,0000588210,0000073481                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/29/2018,12:00:00,REGULAR,0000589475,0000073786                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/29/2018,16:00:00,REGULAR,0000590875,0000073923                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/29/2018,20:00:00,REGULAR,0000593153,0000074009                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/30/2018,00:00:00,REGULAR,0000594224,0000074060                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/30/2018,04:00:00,REGULAR,0000594357,0000074075                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/30/2018,08:00:00,REGULAR,0000594612,0000074276                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/30/2018,12:00:00,REGULAR,0000595803,0000074505                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/30/2018,20:00:00,REGULAR,0000599311,0000074750                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/31/2018,00:00:00,REGULAR,0000600384,0000074795                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/31/2018,04:00:00,REGULAR,0000600559,0000074817                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/31/2018,08:00:00,REGULAR,0000600785,0000074972                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/31/2018,12:00:00,REGULAR,0000601826,0000075241                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/31/2018,16:00:00,REGULAR,0000603382,0000075356                                          
A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,08/31/2018,20:00:00,REGULAR,0000604856,0000075442                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/25/2018,00:00:00,REGULAR,0885883893,0490996537                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/25/2018,04:00:00,REGULAR,0885883890,0490996502                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/25/2018,08:00:00,REGULAR,0885883884,0490996286                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/25/2018,12:00:00,REGULAR,0885883845,0490995632                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/25/2018,16:00:00,REGULAR,0885883804,0490994903                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/25/2018,20:00:00,REGULAR,0885883753,0490994253                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/26/2018,00:00:00,REGULAR,0885883727,0490993904                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/26/2018,04:00:00,REGULAR,0885883722,0490993851                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/26/2018,08:00:00,REGULAR,0885883720,0490993687                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/26/2018,12:00:00,REGULAR,0885883685,0490993091                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/26/2018,16:00:00,REGULAR,0885883659,0490992384                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/26/2018,20:00:00,REGULAR,0885883618,0490991915                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/27/2018,00:00:00,REGULAR,0885883595,0490991708                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/27/2018,04:00:00,REGULAR,0885883591,0490991688                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/27/2018,08:00:00,REGULAR,0885883588,0490991059                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/27/2018,12:00:00,REGULAR,0885883525,0490989166                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/27/2018,16:00:00,REGULAR,0885883483,0490988404                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/27/2018,20:00:00,REGULAR,0885883276,0490987482                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/28/2018,00:00:00,REGULAR,0885883250,0490987201                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/28/2018,04:00:00,REGULAR,0885883245,0490987149                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/28/2018,08:00:00,REGULAR,0885883241,0490986468                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/28/2018,12:00:00,REGULAR,0885883212,0490984459                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/28/2018,16:00:00,REGULAR,0885883174,0490983696                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/28/2018,20:00:00,REGULAR,0885882975,0490982711                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/29/2018,00:00:00,REGULAR,0885882937,0490982364                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/29/2018,04:00:00,REGULAR,0885882932,0490982340                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/29/2018,08:00:00,REGULAR,0885882925,0490981684                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/29/2018,12:00:00,REGULAR,0885882889,0490979580                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/29/2018,16:00:00,REGULAR,0885882825,0490978717                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/29/2018,20:00:00,REGULAR,0885882612,0490977751                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/30/2018,00:00:00,REGULAR,0885882586,0490977459                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/30/2018,04:00:00,REGULAR,0885882585,0490977393                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/30/2018,08:00:00,REGULAR,0885882579,0490976775                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/30/2018,12:00:00,REGULAR,0885882536,0490974930                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/30/2018,16:00:00,REGULAR,0885882487,0490974036                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/30/2018,20:00:00,REGULAR,0885882298,0490972966                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/31/2018,00:00:00,REGULAR,0885882280,0490972593                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/31/2018,04:00:00,REGULAR,0885882278,0490972535                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/31/2018,08:00:00,REGULAR,0885882272,0490971977                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/31/2018,12:00:00,REGULAR,0885882225,0490970342                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/31/2018,16:00:00,REGULAR,0885882143,0490969480                                          
A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,08/31/2018,20:00:00,REGULAR,0885882036,0490968544                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/25/2018,00:00:00,REGULAR,0016700412,0018097873                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/25/2018,04:00:00,REGULAR,0016700431,0018097889                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/25/2018,08:00:00,REGULAR,0016700434,0018098038                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/25/2018,12:00:00,REGULAR,0016700487,0018098400                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/25/2018,16:00:00,REGULAR,0016700580,0018098740                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/25/2018,20:00:00,REGULAR,0016700720,0018099039                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/26/2018,00:00:00,REGULAR,0016700778,0018099176                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/26/2018,04:00:00,REGULAR,0016700784,0018099201                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/26/2018,08:00:00,REGULAR,0016700793,0018099271                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/26/2018,12:00:00,REGULAR,0016700848,0018099573                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/26/2018,16:00:00,REGULAR,0016700926,0018099902                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/26/2018,20:00:00,REGULAR,0016701033,0018100150                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/27/2018,00:00:00,REGULAR,0016701076,0018100226                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/27/2018,04:00:00,REGULAR,0016701078,0018100237                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/27/2018,08:00:00,REGULAR,0016701088,0018100579                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/27/2018,12:00:00,REGULAR,0016701197,0018101779                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/27/2018,16:00:00,REGULAR,0016701308,0018102123                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/27/2018,20:00:00,REGULAR,0016701891,0018102431                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/28/2018,00:00:00,REGULAR,0016701965,0018102534                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/28/2018,04:00:00,REGULAR,0016701968,0018102562                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/28/2018,08:00:00,REGULAR,0016701983,0018102937                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/28/2018,12:00:00,REGULAR,0016702083,0018104180                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/28/2018,16:00:00,REGULAR,0016702180,0018104538                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/28/2018,20:00:00,REGULAR,0016702772,0018104878                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/29/2018,00:00:00,REGULAR,0016702887,0018105025                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/29/2018,04:00:00,REGULAR,0016702897,0018105041                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/29/2018,08:00:00,REGULAR,0016702908,0018105402                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/29/2018,12:00:00,REGULAR,0016703016,0018106548                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/29/2018,16:00:00,REGULAR,0016703143,0018106907                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/29/2018,20:00:00,REGULAR,0016703698,0018107295                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/30/2018,00:00:00,REGULAR,0016703762,0018107409                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/30/2018,04:00:00,REGULAR,0016703771,0018107440                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/30/2018,08:00:00,REGULAR,0016703777,0018107797                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/30/2018,12:00:00,REGULAR,0016703888,0018108845                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/30/2018,16:00:00,REGULAR,0016704021,0018109209                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/30/2018,20:00:00,REGULAR,0016704574,0018109593                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/31/2018,00:00:00,REGULAR,0016704649,0018109745                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/31/2018,04:00:00,REGULAR,0016704658,0018109772                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/31/2018,08:00:00,REGULAR,0016704664,0018110090                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/31/2018,12:00:00,REGULAR,0016704763,0018110993                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/31/2018,16:00:00,REGULAR,0016704985,0018111420                                          
A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,08/31/2018,20:00:00,REGULAR,0016705289,0018111805                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/25/2018,00:00:00,REGULAR,1562427127,1293412711                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/25/2018,04:00:00,REGULAR,1562427168,1293412722                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/25/2018,08:00:00,REGULAR,1562427183,1293412808                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/25/2018,12:00:00,REGULAR,1562427322,1293412996                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/25/2018,16:00:00,REGULAR,1562427529,1293413266                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/25/2018,20:00:00,REGULAR,1562427786,1293413512                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/26/2018,00:00:00,REGULAR,1562427929,1293413590                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/26/2018,04:00:00,REGULAR,1562427959,1293413598                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/26/2018,08:00:00,REGULAR,1562427973,1293413634                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/26/2018,12:00:00,REGULAR,1562428108,1293413844                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/26/2018,16:00:00,REGULAR,1562428253,1293414060                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/26/2018,20:00:00,REGULAR,1562428462,1293414230                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/27/2018,00:00:00,REGULAR,1562428584,1293414287                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/27/2018,04:00:00,REGULAR,1562428598,1293414291                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/27/2018,08:00:00,REGULAR,1562428623,1293414563                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/27/2018,12:00:00,REGULAR,1562428856,1293415448                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/27/2018,16:00:00,REGULAR,1562429125,1293415663                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/27/2018,20:00:00,REGULAR,1562430113,1293415902                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/28/2018,00:00:00,REGULAR,1562430299,1293415974                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/28/2018,04:00:00,REGULAR,1562430326,1293415995                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/28/2018,08:00:00,REGULAR,1562430377,1293416307                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/28/2018,12:00:00,REGULAR,1562430648,1293417205                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/28/2018,16:00:00,REGULAR,1562430885,1293417386                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/28/2018,20:00:00,REGULAR,1562431901,1293417665                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/29/2018,00:00:00,REGULAR,1562432121,1293417749                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/29/2018,04:00:00,REGULAR,1562432143,1293417758                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/29/2018,08:00:00,REGULAR,1562432174,1293418059                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/29/2018,12:00:00,REGULAR,1562432416,1293418954                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/29/2018,16:00:00,REGULAR,1562432685,1293419177                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/29/2018,20:00:00,REGULAR,1562433661,1293419397                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/30/2018,00:00:00,REGULAR,1562433881,1293419484                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/30/2018,04:00:00,REGULAR,1562433905,1293419491                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/30/2018,08:00:00,REGULAR,1562433931,1293419741                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/30/2018,12:00:00,REGULAR,1562434148,1293420573                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/30/2018,16:00:00,REGULAR,1562434450,1293420797                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/30/2018,20:00:00,REGULAR,1562435364,1293421036                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/31/2018,00:00:00,REGULAR,1562435602,1293421127                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/31/2018,04:00:00,REGULAR,1562435632,1293421143                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/31/2018,08:00:00,REGULAR,1562435649,1293421390                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/31/2018,12:00:00,REGULAR,1562435829,1293422036                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/31/2018,16:00:00,REGULAR,1562436281,1293422315                                          
A011,R080,01-00-02,57 ST-7 AV,NQRW,BMT,08/31/2018,20:00:00,REGULAR,1562436802,1293422581                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/25/2018,00:00:00,REGULAR,1662803042,1256279738                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/25/2018,04:00:00,REGULAR,1662803137,1256279706                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/25/2018,08:00:00,REGULAR,1662803172,1256279662                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/25/2018,12:00:00,REGULAR,1662803366,1256279504                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/25/2018,16:00:00,REGULAR,1662803707,1256279116                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/25/2018,20:00:00,REGULAR,1662804125,1256278780                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/26/2018,00:00:00,REGULAR,1662804393,1256278594                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/26/2018,04:00:00,REGULAR,1662804466,1256278575                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/26/2018,08:00:00,REGULAR,1662804491,1256278542                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/26/2018,12:00:00,REGULAR,1662804673,1256278384                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/26/2018,16:00:00,REGULAR,1662804917,1256278090                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/26/2018,20:00:00,REGULAR,1662805279,1256277838                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/27/2018,00:00:00,REGULAR,1662805473,1256277746                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/27/2018,04:00:00,REGULAR,1662805503,1256277741                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/27/2018,08:00:00,REGULAR,1662805564,1256277616                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/27/2018,12:00:00,REGULAR,1662805909,1256277044                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/27/2018,16:00:00,REGULAR,1662806328,1256276765                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/27/2018,20:00:00,REGULAR,1662807600,1256276329                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/28/2018,00:00:00,REGULAR,1662807930,1256276205                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/28/2018,04:00:00,REGULAR,1662807997,1256276185                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/28/2018,08:00:00,REGULAR,1662808085,1256276039                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/28/2018,12:00:00,REGULAR,1662808441,1256275343                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/28/2018,16:00:00,REGULAR,1662808855,1256275016                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/28/2018,20:00:00,REGULAR,1662810190,1256274600                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/29/2018,00:00:00,REGULAR,1662810569,1256274429                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/29/2018,04:00:00,REGULAR,1662810633,1256274418                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/29/2018,08:00:00,REGULAR,1662810697,1256274268                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/29/2018,12:00:00,REGULAR,1662811059,1256273665                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/29/2018,16:00:00,REGULAR,1662811520,1256273370                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/29/2018,20:00:00,REGULAR,1662812778,1256272935                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/30/2018,00:00:00,REGULAR,1662813176,1256272756                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/30/2018,04:00:00,REGULAR,1662813233,1256272737                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/30/2018,08:00:00,REGULAR,1662813281,1256272597                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/30/2018,12:00:00,REGULAR,1662813698,1256272047                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/30/2018,16:00:00,REGULAR,1662814146,1256271750                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/30/2018,20:00:00,REGULAR,1662815349,1256271351                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/31/2018,00:00:00,REGULAR,1662815729,1256271170                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/31/2018,04:00:00,REGULAR,1662815798,1256271152                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/31/2018,08:00:00,REGULAR,1662815843,1256271041                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/31/2018,12:00:00,REGULAR,1662816174,1256270602                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/31/2018,16:00:00,REGULAR,1662816867,1256270206                                          
A011,R080,01-00-03,57 ST-7 AV,NQRW,BMT,08/31/2018,20:00:00,REGULAR,1662817688,1256269789                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/25/2018,00:00:00,REGULAR,0000640638,0000559134                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/25/2018,04:00:00,REGULAR,0000640795,0000559198                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/25/2018,08:00:00,REGULAR,0000640874,0000559300                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/25/2018,12:00:00,REGULAR,0000641187,0000559635                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/25/2018,16:00:00,REGULAR,0000641704,0000560149                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/25/2018,20:00:00,REGULAR,0000642326,0000560690                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/26/2018,00:00:00,REGULAR,0000642788,0000560983                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/26/2018,04:00:00,REGULAR,0000642934,0000561047                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/26/2018,08:00:00,REGULAR,0000643001,0000561111                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/26/2018,12:00:00,REGULAR,0000643329,0000561362                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/26/2018,16:00:00,REGULAR,0000643744,0000561815                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/26/2018,20:00:00,REGULAR,0000644321,0000562226                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/27/2018,00:00:00,REGULAR,0000644684,0000562424                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/27/2018,04:00:00,REGULAR,0000644753,0000562438                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/27/2018,08:00:00,REGULAR,0000644845,0000562745                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/27/2018,12:00:00,REGULAR,0000645320,0000563756                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/27/2018,16:00:00,REGULAR,0000645980,0000564160                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/27/2018,20:00:00,REGULAR,0000647737,0000564532                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/28/2018,00:00:00,REGULAR,0000648215,0000564737                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/28/2018,04:00:00,REGULAR,0000648287,0000564765                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/28/2018,08:00:00,REGULAR,0000648349,0000565047                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/28/2018,12:00:00,REGULAR,0000648822,0000566146                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/28/2018,16:00:00,REGULAR,0000649508,0000566618                                          
A011,R080,01-00-04,57 ST-7 AV,NQRW,BMT,08/28/2018,20:00:00,REGULAR,0000651360,0000567053                                          
