C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A015,R081,00-00-02,49 ST,NQRW,BMT,08/30/2018,12:00:00,REGULAR,0003480357,0000637723                                               
A015,R081,00-00-02,49 ST,NQRW,BMT,08/30/2018,16:00:00,REGULAR,0003480664,0000637753                                               
A015,R081,00-00-02,49 ST,NQRW,BMT,08/30/2018,20:00:00,REGULAR,0003481411,0000637810                                               
A015,R081,00-00-02,49 ST,NQRW,BMT,08/31/2018,00:00:00,REGULAR,0003481669,0000637823                                               
A015,R081,00-00-02,49 ST,NQRW,BMT,08/31/2018,04:00:00,REGULAR,0003481715,0000637826                                               
A015,R081,00-00-02,49 ST,NQRW,BMT,08/31/2018,08:00:00,REGULAR,0003481735,0000637862                                               
A015,R081,00-00-02,49 ST,NQRW,BMT,08/31/2018,12:00:00,REGULAR,0003481969,0000637971                                               
A015,R081,00-00-02,49 ST,NQRW,BMT,08/31/2018,16:00:00,REGULAR,0003482377,0000638008                                               
A015,R081,00-00-02,49 ST,NQRW,BMT,08/31/2018,20:00:00,REGULAR,0003482896,0000638060                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/25/2018,00:00:00,REGULAR,0008420982,0003694930                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/25/2018,04:00:00,REGULAR,0008421050,0003694933                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/25/2018,08:00:00,REGULAR,0008421069,0003694943                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/25/2018,12:00:00,REGULAR,0008421227,0003694983                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/25/2018,16:00:00,REGULAR,0008421416,0003695037                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/25/2018,20:00:00,REGULAR,0008421668,0003695093                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/26/2018,00:00:00,REGULAR,0008421901,0003695120                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/26/2018,04:00:00,REGULAR,0008421964,0003695122                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/26/2018,08:00:00,REGULAR,0008421976,0003695129                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/26/2018,12:00:00,REGULAR,0008422111,0003695162                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/26/2018,16:00:00,REGULAR,0008422331,0003695196                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/26/2018,20:00:00,REGULAR,0008422675,0003695237                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/27/2018,00:00:00,REGULAR,0008422852,0003695250                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/27/2018,04:00:00,REGULAR,0008422874,0003695250                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/27/2018,08:00:00,REGULAR,0008422900,0003695305                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/27/2018,12:00:00,REGULAR,0008423098,0003695496                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/27/2018,16:00:00,REGULAR,0008423297,0003695546                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/27/2018,20:00:00,REGULAR,0008423900,0003695585                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/28/2018,00:00:00,REGULAR,0008424054,0003695600                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/28/2018,04:00:00,REGULAR,0008424080,0003695602                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/28/2018,08:00:00,REGULAR,0008424109,0003695651                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/28/2018,12:00:00,REGULAR,0008424326,0003695877                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/28/2018,16:00:00,REGULAR,0008424510,0003695923                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/28/2018,20:00:00,REGULAR,0008425158,0003695984                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/29/2018,00:00:00,REGULAR,0008425342,0003696019                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/29/2018,04:00:00,REGULAR,0008425378,0003696023                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/29/2018,08:00:00,REGULAR,0008425404,0003696093                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/29/2018,12:00:00,REGULAR,0008425634,0003696313                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/29/2018,16:00:00,REGULAR,0008425833,0003696370                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/29/2018,20:00:00,REGULAR,0008426466,0003696425                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/30/2018,00:00:00,REGULAR,0008426653,0003696452                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/30/2018,04:00:00,REGULAR,0008426692,0003696456                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/30/2018,08:00:00,REGULAR,0008426718,0003696501                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/30/2018,12:00:00,REGULAR,0008426923,0003696706                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/30/2018,16:00:00,REGULAR,0008427145,0003696765                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/30/2018,20:00:00,REGULAR,0008427738,0003696822                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/31/2018,00:00:00,REGULAR,0008427953,0003696841                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/31/2018,04:00:00,REGULAR,0008427996,0003696847                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/31/2018,08:00:00,REGULAR,0008428011,0003696896                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/31/2018,12:00:00,REGULAR,0008428185,0003697038                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/31/2018,16:00:00,REGULAR,0008428492,0003697094                                               
A015,R081,00-00-03,49 ST,NQRW,BMT,08/31/2018,20:00:00,REGULAR,0008428907,0003697172                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/25/2018,00:00:00,REGULAR,0006892410,0008836870                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/25/2018,04:00:00,REGULAR,0006892509,0008836884                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/25/2018,08:00:00,REGULAR,0006892532,0008836930                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/25/2018,12:00:00,REGULAR,0006892709,0008837082                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/25/2018,16:00:00,REGULAR,0006892925,0008837240                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/25/2018,20:00:00,REGULAR,0006893226,0008837396                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/26/2018,00:00:00,REGULAR,0006893467,0008837480                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/26/2018,04:00:00,REGULAR,0006893522,0008837492                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/26/2018,08:00:00,REGULAR,0006893535,0008837514                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/26/2018,12:00:00,REGULAR,0006893679,0008837644                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/26/2018,16:00:00,REGULAR,0006893883,0008837820                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/26/2018,20:00:00,REGULAR,0006894158,0008837945                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/27/2018,00:00:00,REGULAR,0006894324,0008837985                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/27/2018,04:00:00,REGULAR,0006894362,0008837989                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/27/2018,08:00:00,REGULAR,0006894404,0008838151                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/27/2018,12:00:00,REGULAR,0006894564,0008838594                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/27/2018,16:00:00,REGULAR,0006894722,0008838722                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/27/2018,20:00:00,REGULAR,0006895244,0008838880                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/28/2018,00:00:00,REGULAR,0006895382,0008838933                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/28/2018,04:00:00,REGULAR,0006895427,0008838939                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/28/2018,08:00:00,REGULAR,0006895452,0008839077                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/28/2018,12:00:00,REGULAR,0006895622,0008839591                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/28/2018,16:00:00,REGULAR,0006895763,0008839751                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/28/2018,20:00:00,REGULAR,0006896305,0008839950                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/29/2018,00:00:00,REGULAR,0006896465,0008839991                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/29/2018,04:00:00,REGULAR,0006896519,0008839994                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/29/2018,08:00:00,REGULAR,0006896545,0008840137                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/29/2018,12:00:00,REGULAR,0006896713,0008840644                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/29/2018,16:00:00,REGULAR,0006896880,0008840808                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/29/2018,20:00:00,REGULAR,0006897416,0008840975                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/30/2018,00:00:00,REGULAR,0006897617,0008841036                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/30/2018,04:00:00,REGULAR,0006897668,0008841053                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/30/2018,08:00:00,REGULAR,0006897691,0008841197                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/30/2018,12:00:00,REGULAR,0006897817,0008841626                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/30/2018,16:00:00,REGULAR,0006897999,0008841780                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/30/2018,20:00:00,REGULAR,0006898509,0008841953                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/31/2018,00:00:00,REGULAR,0006898695,0008842016                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/31/2018,04:00:00,REGULAR,0006898763,0008842032                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/31/2018,08:00:00,REGULAR,0006898787,0008842154                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/31/2018,12:00:00,REGULAR,0006898920,0008842550                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/31/2018,16:00:00,REGULAR,0006899138,0008842707                                               
A015,R081,00-03-00,49 ST,NQRW,BMT,08/31/2018,20:00:00,REGULAR,0006899451,0008842916                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/25/2018,00:00:00,REGULAR,0005823133,0020104484                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/25/2018,04:00:00,REGULAR,0005823220,0020104512                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/25/2018,08:00:00,REGULAR,0005823244,0020104649                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/25/2018,12:00:00,REGULAR,0005823367,0020104948                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/25/2018,16:00:00,REGULAR,0005823531,0020105313                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/25/2018,20:00:00,REGULAR,0005823799,0020105609                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/26/2018,00:00:00,REGULAR,0005824002,0020105773                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/26/2018,04:00:00,REGULAR,0005824071,0020105802                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/26/2018,08:00:00,REGULAR,0005824087,0020105901                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/26/2018,12:00:00,REGULAR,0005824185,0020106276                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/26/2018,16:00:00,REGULAR,0005824364,0020106618                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/26/2018,20:00:00,REGULAR,0005824583,0020106886                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/27/2018,00:00:00,REGULAR,0005824728,0020106980                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/27/2018,04:00:00,REGULAR,0005824757,0020106992                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/27/2018,08:00:00,REGULAR,0005824794,0020107389                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/27/2018,12:00:00,REGULAR,0005824897,0020108398                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/27/2018,16:00:00,REGULAR,0005825018,0020108757                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/27/2018,20:00:00,REGULAR,0005825465,0020109049                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/28/2018,00:00:00,REGULAR,0005825578,0020109150                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/28/2018,04:00:00,REGULAR,0005825628,0020109179                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/28/2018,08:00:00,REGULAR,0005825652,0020109574                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/28/2018,12:00:00,REGULAR,0005825783,0020110698                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/28/2018,16:00:00,REGULAR,0005825921,0020111064                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/28/2018,20:00:00,REGULAR,0005826403,0020111416                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/29/2018,00:00:00,REGULAR,0005826551,0020111536                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/29/2018,04:00:00,REGULAR,0005826607,0020111552                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/29/2018,08:00:00,REGULAR,0005826635,0020111973                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/29/2018,12:00:00,REGULAR,0005826782,0020113107                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/29/2018,16:00:00,REGULAR,0005826931,0020113503                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/29/2018,20:00:00,REGULAR,0005827401,0020113877                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/30/2018,00:00:00,REGULAR,0005827560,0020114011                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/30/2018,04:00:00,REGULAR,0005827625,0020114033                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/30/2018,08:00:00,REGULAR,0005827639,0020114452                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/30/2018,12:00:00,REGULAR,0005827772,0020115555                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/30/2018,16:00:00,REGULAR,0005827888,0020115967                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/30/2018,20:00:00,REGULAR,0005828298,0020116355                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/31/2018,00:00:00,REGULAR,0005828430,0020116463                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/31/2018,04:00:00,REGULAR,0005828499,0020116497                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/31/2018,08:00:00,REGULAR,0005828520,0020116842                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/31/2018,12:00:00,REGULAR,0005828645,0020117681                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/31/2018,16:00:00,REGULAR,0005828875,0020118032                                               
A015,R081,00-03-01,49 ST,NQRW,BMT,08/31/2018,20:00:00,REGULAR,0005829124,0020118442                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/25/2018,00:00:00,REGULAR,0003403131,0004171257                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/25/2018,04:00:00,REGULAR,0003403206,0004171272                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/25/2018,08:00:00,REGULAR,0003403235,0004171367                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/25/2018,12:00:00,REGULAR,0003403442,0004171627                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/25/2018,16:00:00,REGULAR,0003403699,0004171914                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/25/2018,20:00:00,REGULAR,0003404082,0004172124                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/26/2018,00:00:00,REGULAR,0003404431,0004172258                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/26/2018,04:00:00,REGULAR,0003404503,0004172289                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/26/2018,08:00:00,REGULAR,0003404519,0004172373                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/26/2018,12:00:00,REGULAR,0003404673,0004172615                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/26/2018,16:00:00,REGULAR,0003404863,0004172880                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/26/2018,20:00:00,REGULAR,0003405177,0004173056                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/27/2018,00:00:00,REGULAR,0003405397,0004173120                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/27/2018,04:00:00,REGULAR,0003405440,0004173131                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/27/2018,08:00:00,REGULAR,0003405462,0004173394                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/27/2018,12:00:00,REGULAR,0003405705,0004173981                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/27/2018,16:00:00,REGULAR,0003405912,0004174185                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/27/2018,20:00:00,REGULAR,0003406480,0004174342                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/28/2018,00:00:00,REGULAR,0003406695,0004174408                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/28/2018,04:00:00,REGULAR,0003406740,0004174424                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/28/2018,08:00:00,REGULAR,0003406758,0004174732                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/28/2018,12:00:00,REGULAR,0003406989,0004175370                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/28/2018,16:00:00,REGULAR,0003407226,0004175640                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/28/2018,20:00:00,REGULAR,0003407776,0004175879                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/29/2018,00:00:00,REGULAR,0003408100,0004175968                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/29/2018,04:00:00,REGULAR,0003408139,0004175977                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/29/2018,08:00:00,REGULAR,0003408175,0004176259                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/29/2018,12:00:00,REGULAR,0003408427,0004176927                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/29/2018,16:00:00,REGULAR,0003408656,0004177193                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/29/2018,20:00:00,REGULAR,0003409280,0004177429                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/30/2018,00:00:00,REGULAR,0003409717,0004177531                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/30/2018,04:00:00,REGULAR,0003409775,0004177538                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/30/2018,08:00:00,REGULAR,0003409807,0004177830                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/30/2018,08:44:34,REGULAR,0003409852,0004177996                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/30/2018,12:00:00,REGULAR,0003410042,0004178445                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/30/2018,16:00:00,REGULAR,0003410292,0004178712                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/30/2018,20:00:00,REGULAR,0003410839,0004178956                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/31/2018,00:00:00,REGULAR,0003411148,0004179031                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/31/2018,04:00:00,REGULAR,0003411204,0004179047                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/31/2018,08:00:00,REGULAR,0003411218,0004179294                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/31/2018,12:00:00,REGULAR,0003411438,0004179774                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/31/2018,16:00:00,REGULAR,0003411805,0004179998                                               
A016,R081,03-00-00,49 ST,NQRW,BMT,08/31/2018,20:00:00,REGULAR,0003412185,0004180267                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/25/2018,00:00:00,REGULAR,0005151605,0001874668                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/25/2018,04:00:00,REGULAR,0005151703,0001874674                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/25/2018,08:00:00,REGULAR,0005151735,0001874730                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/25/2018,12:00:00,REGULAR,0005151978,0001874824                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/25/2018,16:00:00,REGULAR,0005152233,0001874934                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/25/2018,20:00:00,REGULAR,0005152621,0001875015                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/26/2018,00:00:00,REGULAR,0005152988,0001875042                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/26/2018,04:00:00,REGULAR,0005153109,0001875053                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/26/2018,08:00:00,REGULAR,0005153137,0001875075                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/26/2018,12:00:00,REGULAR,0005153309,0001875170                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/26/2018,16:00:00,REGULAR,0005153529,0001875287                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/26/2018,20:00:00,REGULAR,0005153878,0001875349                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/27/2018,00:00:00,REGULAR,0005154139,0001875366                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/27/2018,04:00:00,REGULAR,0005154189,0001875374                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/27/2018,08:00:00,REGULAR,0005154224,0001875487                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/27/2018,12:00:00,REGULAR,0005154502,0001875722                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/27/2018,16:00:00,REGULAR,0005154774,0001875796                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/27/2018,20:00:00,REGULAR,0005155371,0001875849                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/28/2018,00:00:00,REGULAR,0005155618,0001875874                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/28/2018,04:00:00,REGULAR,0005155661,0001875880                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/28/2018,08:00:00,REGULAR,0005155708,0001876001                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/28/2018,12:00:00,REGULAR,0005155969,0001876224                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/28/2018,16:00:00,REGULAR,0005156255,0001876307                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/28/2018,20:00:00,REGULAR,0005156804,0001876387                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/29/2018,00:00:00,REGULAR,0005157113,0001876408                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/29/2018,04:00:00,REGULAR,0005157169,0001876412                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/29/2018,08:00:00,REGULAR,0005157200,0001876519                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/29/2018,12:00:00,REGULAR,0005157462,0001876769                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/29/2018,16:00:00,REGULAR,0005157734,0001876869                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/29/2018,20:00:00,REGULAR,0005158337,0001876935                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/30/2018,00:00:00,REGULAR,0005158648,0001876972                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/30/2018,04:00:00,REGULAR,0005158681,0001876977                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/30/2018,08:00:00,REGULAR,0005158705,0001877078                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/30/2018,08:44:34,REGULAR,0005158739,0001877178                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/30/2018,12:00:00,REGULAR,0005158967,0001877356                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/30/2018,16:00:00,REGULAR,0005159253,0001877458                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/30/2018,20:00:00,REGULAR,0005159834,0001877543                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/31/2018,00:00:00,REGULAR,0005160169,0001877589                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/31/2018,04:00:00,REGULAR,0005160225,0001877598                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/31/2018,08:00:00,REGULAR,0005160257,0001877688                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/31/2018,12:00:00,REGULAR,0005160495,0001877902                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/31/2018,16:00:00,REGULAR,0005160916,0001877971                                               
A016,R081,03-00-01,49 ST,NQRW,BMT,08/31/2018,20:00:00,REGULAR,0005161392,0001878059                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/25/2018,00:00:00,REGULAR,0014177176,0004295417                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/25/2018,04:00:00,REGULAR,0014177310,0004295425                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/25/2018,08:00:00,REGULAR,0014177358,0004295484                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/25/2018,12:00:00,REGULAR,0014177697,0004295561                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/25/2018,16:00:00,REGULAR,0014178119,0004295648                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/25/2018,20:00:00,REGULAR,0014178684,0004295686                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/26/2018,00:00:00,REGULAR,0014179243,0004295724                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/26/2018,04:00:00,REGULAR,0014179421,0004295737                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/26/2018,08:00:00,REGULAR,0014179468,0004295776                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/26/2018,12:00:00,REGULAR,0014179743,0004295885                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/26/2018,16:00:00,REGULAR,0014180181,0004295970                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/26/2018,20:00:00,REGULAR,0014180639,0004296027                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/27/2018,00:00:00,REGULAR,0014180954,0004296047                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/27/2018,04:00:00,REGULAR,0014181025,0004296058                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/27/2018,08:00:00,REGULAR,0014181104,0004296162                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/27/2018,12:00:00,REGULAR,0014181577,0004296339                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/27/2018,16:00:00,REGULAR,0014181992,0004296414                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/27/2018,20:00:00,REGULAR,0014182778,0004296443                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,08/28/2018,00:00:00,REGULAR,0014183149,0004296468                                               
